Word1,Word2
fitness,unfitness
usefully,uselessly
peace,war
bend,unbend
compromising,uncompromising
radial_asymmetry,radial_symmetry
endergonic,exergonic
inviolable,violable
found,lost
interdepartmental,intradepartmental
big,small
disproportionately,proportionately
allogamy,autogamy
felicity,infelicity
fresh,preserved
errancy,inerrancy
ascent,descent
backhand,forehand
secured_bond,unsecured_bond
clear_up,overcast
spell,unspell
masculine,neuter
charge,discharge
attack,defend
subscript,superscript
bisexual,homosexual
defy,lend_oneself
astomatous,stomatous
gathered,ungathered
depress,elate
perinatal,prenatal
impatience,patience
generosity,stinginess
turned,unturned
ametropic,emmetropic
demote,promote
anesthetize,bring_to
basic,incidental
major,minor
hypertensive,normotensive
loosening,tightening
commonality,individuality
extant,extinct
supported,unsupported
suspected,unsuspected
crowded,uncrowded
autumnal,vernal
endogenic,exogenic
lengthen,shorten
idle,work
centralizing,decentralizing
apogee,perigee
propitious,unpropitious
alarming,unalarming
dramatic,lyric
break,repair
consummated,unconsummated
attentiveness,inattentiveness
concave_polygon,convex_polygon
affirm,negate
appetizingness,unappetizingness
cooperative,uncooperative
commutable,incommutable
ironed,unironed
active,dormant
nonrepresentational,representational
strengthening,weakening
disable,enable
cenobitic,eremitic
divide,multiply
unyoke,yoke
female_sibling,male_sibling
christian,unchristian
impassable,passable
invulnerability,vulnerability
bowed,plucked
principled,unprincipled
nidicolous,nidifugous
nonreligious_person,religious_person
strongly,weakly
metallic,nonmetallic
decorous,indecorous
nonthermal,thermal
disparage,flatter
asleep,awake
weightless,weighty
bolt,unbolt
patriotic,unpatriotic
snarl,unsnarl
forceful,forceless
clarity,obscurity
daughter,son
flat,natural
shapely,unshapely
lash,unlash
ambitious,unambitious
nonspherical,spherical
traveled,untraveled
objective,subjective
corruptness,incorruptness
cut,uncut
polished,unpolished
familiarity,unfamiliarity
acroscopic,basiscopic
dovishness,hawkishness
deodorize,odorize
at_best,at_worst
facultative,obligate
direct,indirect
imprecisely,precisely
nonreturnable,returnable
nonporous,porous
right,wrong
offstage,onstage
taciturn,voluble
free,unfree
intrusive,protrusive
impenetrability,penetrability
away,home
captor,liberator
perceptive,unperceptive
cosmopolitan,endemic
continued,discontinued
immobility,mobility
curability,incurability
add,subtract
seasonal,year-round
congeniality,uncongeniality
finite,infinite
invisible,visible
punitive,rehabilitative
satisfactorily,unsatisfactorily
immodestly,modestly
arming,disarming
disreputable,reputable
delay,rush
overcharge,undercharge
lost,saved
sympathetic,unsympathetic
break_even,lose
supervised,unsupervised
connectedness,unconnectedness
abaxial,adaxial
nonsteroidal,steroidal
gain,loss
dependability,undependability
development,nondevelopment
broad-mindedly,narrow-mindedly
custom-made,ready-made
fruitful,unfruitful
accusatorial,inquisitorial
decorum,indecorum
time_off,work_time
impiety,piety
exon,intron
feathered,unfeathered
developed,undeveloped
owned,unowned
cross-fertilization,self-fertilization
blunt_file,taper_file
sentimentally,unsentimentally
exactly,inexactly
aesthetic,inaesthetic
false,true
no,yes
brother,sister
centralize,decentralize
make_peace,war
mushroom,toadstool
azonal,zonal
beautify,uglify
forgiving,unforgiving
classify,declassify
initiate,uninitiate
nontraditional,traditional
dependably,undependably
fueled,unfueled
noticed,unnoticed
stable,unstable
elasticity,inelasticity
husband,wife
forward,reverse
conductive,nonconductive
natural,sharp
hyperpnea,hypopnea
existent,nonexistent
controversially,uncontroversially
oblique,perpendicular
anticatalyst,catalyst
occupied,unoccupied
disenfranchisement,enfranchisement
nonracial,racial
Heaven,Hell
cross-pollination,self-pollination
factory-made,homemade
dishonorable,honorable
local,national
improbability,probability
skim_milk,whole_milk
phase_in,phase_out
civility,incivility
impermeable,permeable
cenobite,eremite
break,keep
modified,unmodified
figurative,literal
agreeably,disagreeably
realistic,unrealistic
host,parasite
irreverently,reverently
accurately,inaccurately
permissive,unpermissive
arbitrary,nonarbitrary
castrated,uncastrated
intellectual,nonintellectual
artificial_language,natural_language
echoic,nonechoic
accurate,inaccurate
combined,uncombined
mined,unmined
cold,hot
efficacy,inefficacy
endogenous,exogenous
paradigmatic,syntagmatic
generous,ungenerous
contract_in,contract_out
defendant,plaintiff
summery,wintry
one-piece,three-piece
illegitimately,legitimately
atrophied,hypertrophied
manageably,unmanageably
foot,head
creativeness,uncreativeness
crossbred,purebred
immunocompetence,immunodeficiency
restrictive,unrestrictive
lock,unlock
seedless,seedy
nonwoody,woody
pointed,pointless
glad,sad
acute,obtuse
pleasantly,unpleasantly
paid,unpaid
heterozygous,homozygous
impalpable,palpable
interference,noninterference
disobey,obey
seasonable,unseasonable
derestrict,restrict
agree,disagree
fall_back,gain
dissatisfy,satisfy
eligibility,ineligibility
desirability,undesirability
rigged,unrigged
arm,disarm
moved,unmoved
derived,underived
exactness,inexactness
past,present
abnormal,normal
augmentation,diminution
natural_depression,natural_elevation
reasonable,unreasonable
front,rear
depigmentation,pigmentation
delineated,undelineated
selected,unselected
heedfulness,heedlessness
frequently,infrequently
cognizance,incognizance
relax,tense
centrifugal_force,centripetal_force
amphitropous,anatropous
actual_sin,original_sin
download,upload
nonpasserine,passerine
traceable,untraceable
insolubility,solubility
classical,nonclassical
hypervolemia,hypovolemia
emotional,unemotional
humble,proud
kindly,unkindly
hesitantly,unhesitatingly
overpay,underpay
impracticability,practicability
colonize,decolonize
guided,unguided
surprising,unsurprising
systematically,unsystematically
abnormality,normality
terseness,verboseness
nonunion,union
faithfully,unfaithfully
carefully,carelessly
darkness,lightness
impartiality,partiality
adiabatic,diabatic
faintheartedness,stoutheartedness
angularity,roundness
object_program,source_program
nadir,zenith
oblate,prolate
unworthy,worthy
discreetly,indiscreetly
infernal,supernal
diplomatically,undiplomatically
fauna,flora
explicitly,implicitly
civilized,noncivilized
heterozygosity,homozygosity
diachronic,synchronic
subsonic,supersonic
cerebral,emotional
correctness,incorrectness
antonym,synonym
hyperparathyroidism,hypoparathyroidism
righteously,unrighteously
engagement,non-engagement
ceremoniousness,unceremoniousness
auspicious,inauspicious
high-tension,low-tension
abstractly,concretely
antipyretic,pyretic
a_la_carte,table_d'hote
high_status,low_status
expedient,inexpedient
legged,legless
informatively,uninformatively
tied,untied
active_voice,passive_voice
toed,toeless
absence,presence
joint,separate
insane,sane
stemless,stemmed
greenness,ripeness
impotent,potent
matriarchal,patriarchal
grateful,ungrateful
healthful,unhealthful
downgrade,upgrade
social,unsocial
conspicuousness,inconspicuousness
asset,liability
profound,superficial
discriminate,indiscriminate
generally,specifically
absorbency,nonabsorbency
irresistible,resistible
palatable,unpalatable
appreciation,depreciation
addictive,nonaddictive
consistency,inconsistency
crookedness,straightness
cooked,raw
self-consciousness,unselfconsciousness
appealable,unappealable
desynchronizing,synchronizing
dislike,liking
cool,heat
generalize,specify
digitigrade,plantigrade
conscientiousness,unconscientiousness
occidentalise,orientalise
defend,prosecute
aft,fore
privileged,underprivileged
irreversible_process,reversible_process
nonsectarian,sectarian
double-breasted,single-breasted
postnatal,prenatal
belted,unbelted
intra_vires,ultra_vires
insincerely,sincerely
anonymous,onymous
impropriety,propriety
cousinly,uncousinly
harmfully,harmlessly
hardhearted,softhearted
coarse,fine
breathing,breathless
disorderly,orderly
down,up
obverse,reverse
brand-name_drug,generic_drug
mown,unmown
natural,unnatural
silenced,unsilenced
accentual,syllabic
construction,misconstruction
favorableness,unfavorableness
bottlefeed,breastfeed
pro-choice,pro-life
insanely,sanely
ethically,unethically
financial,nonfinancial
high_pitch,low_pitch
subsurface,surface
admissibility,inadmissibility
structured,unstructured
conventional,nuclear
overgarment,undergarment
immutability,mutability
advance,retreat
expensiveness,inexpensiveness
clutter,unclutter
con,pro
analyze,synthesize
moonless,moonlit
overstate,understate
kinanesthesia,kinesthesia
assemble,disassemble
grand_larceny,petit_larceny
associative,nonassociative
slip_off,slip_on
particular,universal
forgettable,unforgettable
experienced,inexperienced
hyperopia,myopia
ectomorphic,endomorphic
continuation,discontinuation
unwire,wire
impersonally,personally
handwash,machine_wash
lipless,lipped
bad_guy,good_guy
good_part,weak_part
denitrify,nitrify
adscript,superscript
monophony,polyphony
impotence,potence
anticyclone,cyclone
forget,remember
immortal,mortal
larboard,starboard
joyful,sorrowful
evenly,unevenly
irregularity,regularity
liveried,unliveried
comprehensibility,incomprehensibility
day_game,night_game
hyperthermia,hypothermia
dissatisfaction,satisfaction
believe,disbelieve
focused,unfocused
contraction,expansion
immovableness,movableness
de-iodinate,iodinate
valuable,worthless
romantically,unromantically
achromatic_color,chromatic_color
clog,unclog
restrained,unrestrained
aware,unaware
improved,unimproved
disoblige,oblige
airworthy,unairworthy
beneficence,maleficence
legalize,outlaw
horizontal,inclined
interstate,intrastate
tune,untune
acceptably,unacceptably
stratified_language,unstratified_language
anamorphism,katamorphism
unwillingness,willingness
illiteracy,literacy
apoapsis,periapsis
appearance,disappearance
generous,stingy
power,powerlessness
high-rise,low-rise
answer,question
continuance,discontinuance
hairiness,hairlessness
pleasure_principle,reality_principle
alterable,unalterable
worth,worthlessness
acidic,amphoteric
lucky,unlucky
assertive,unassertive
powered,unpowered
fruitfulness,fruitlessness
asymmetry,symmetry
cacodemon,eudemon
dematerialise,materialise
be_full,starve
fail,manage
liar,square_shooter
constructiveness,destructiveness
electronic_mail,snail_mail
disembark,embark
continental,intercontinental
lawful,unlawful
discerning,undiscerning
happy,unhappy
loaded,unloaded
atonal,tonal
strong_point,weak_point
insensible,sensible
insignificance,significance
original,unoriginal
immediacy,mediacy
antitype,type
enter,exit
playable,unplayable
conjunctive,disjunctive
discouragement,encouragement
accept,refuse
current,noncurrent
deciduous_plant,evergreen_plant
reverberant,unreverberant
demand,supply
nonpsychoactive,psychoactive
antemortem,postmortem
fairness,unfairness
illegible,legible
interestingness,uninterestingness
downstage,upstage
compressible,incompressible
head,tail
apolune,perilune
continuity,discontinuity
attachable,detachable
color,discolor
demilitarise,militarise
relaxed,tense
forgivingly,unforgivingly
joyfully,joylessly
conventionally,unconventionally
abranchiate,branchiate
melted,unmelted
impotency,potency
convincing,unconvincing
leafless,leafy
patterned,plain
